emp_no,first_name,last_name,birth_date,from_date,to_date,title
452957,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01,Staff
453070,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01,Staff
453154,Gao,Lally,1965-01-03,1996-03-01,9999-01-01,Staff
453644,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01,Staff
453688,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01,Engineer
453760,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01,Staff
453790,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01,Engineer
454338,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01,Engineer
454378,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01,Technique Leader
454736,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01,Engineer
454994,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01,Engineer
455726,Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01,Staff
455914,Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01,Engineer
456982,Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01,Engineer
457146,Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01,Staff
457305,Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01,Staff
457337,Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01,Technique Leader
457489,Berna,Ranst,1965-01-24,1985-05-14,9999-01-01,Engineer
457611,Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01,Engineer
457776,Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01,Engineer
457813,Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01,Engineer
457938,Arch,Picco,1965-01-14,1997-10-22,9999-01-01,Staff
458111,Florian,Tramer,1965-01-23,1999-11-07,9999-01-01,Engineer
458191,George,Atchley,1965-01-28,1997-07-02,9999-01-01,Staff
458383,Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01,Engineer
458790,Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01,Engineer
459172,Val,Rissanen,1965-01-19,1993-11-20,9999-01-01,Engineer
459356,Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01,Engineer
459685,Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01,Engineer
460131,Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01,Staff
460707,Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01,Engineer
461270,Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01,Staff
462493,Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01,Engineer
463023,Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01,Staff
463099,Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01,Staff
465062,Stafford,Gist,1965-01-29,1988-05-07,9999-01-01,Engineer
465076,Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01,Engineer
465409,Shahid,Varman,1965-01-30,1985-08-27,9999-01-01,Staff
465501,Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01,Staff
465711,Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01,Engineer
465853,Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01,Staff
465874,Herb,Picht,1965-01-12,1985-05-31,9999-01-01,Assistant Engineer
466367,Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01,Staff
466603,Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01,Staff
466745,Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01,Staff
467269,Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01,Technique Leader
467392,Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01,Engineer
467441,Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01,Engineer
467918,Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01,Staff
468360,Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01,Technique Leader
468417,Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01,Engineer
469399,Hongzhu,Ruemmler,1965-01-25,2000-06-06,9999-01-01,Engineer
469527,Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01,Staff
469529,Neven,Rikino,1965-01-07,1988-10-21,9999-01-01,Engineer
470472,Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01,Engineer
471397,Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01,Engineer
471532,Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01,Technique Leader
471552,Basem,Lortz,1965-01-22,1997-10-25,9999-01-01,Staff
471911,Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01,Engineer
471939,Kazuhiko,Marshall,1965-01-27,2001-06-04,9999-01-01,Staff
472052,Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01,Assistant Engineer
473299,Khaled,Penn,1965-01-12,1992-05-19,9999-01-01,Staff
473490,Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01,Staff
473940,Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01,Engineer
474763,Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01,Engineer
475538,Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01,Staff
475938,Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01,Engineer
475965,Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01,Engineer
476122,Khun,Spieker,1965-01-04,1995-05-07,9999-01-01,Engineer
476327,Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01,Engineer
476361,Doohun,Preusig,1965-01-09,1993-04-28,9999-01-01,Technique Leader
477350,Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01,Staff
477578,Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01,Engineer
477969,Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01,Engineer
478007,Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01,Engineer
478218,Djenana,Erol,1965-01-02,1999-12-03,9999-01-01,Engineer
478439,Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01,Technique Leader
478858,Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01,Staff
479024,Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01,Engineer
479407,Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01,Assistant Engineer
479601,Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01,Staff
479695,Masamitsu,Murrill,1965-01-06,1999-06-23,9999-01-01,Staff
480035,Sukumar,Georg,1965-01-26,1990-08-26,9999-01-01,Staff
480066,Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01,Engineer
480268,Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01,Technique Leader
481213,Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01,Staff
481397,Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01,Assistant Engineer
482335,Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01,Engineer
482354,Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01,Staff
482885,Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01,Engineer
483675,Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01,Engineer
483838,Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01,Assistant Engineer
483978,Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01,Staff
484756,Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01,Engineer
485489,Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01,Assistant Engineer
486956,Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01,Engineer
486958,Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01,Engineer
487505,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01,Staff
488482,Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01,Engineer
488619,Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01,Engineer
488752,Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01,Staff
488788,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01,Staff
489756,Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01,Staff
489928,Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01,Assistant Engineer
490551,Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01,Engineer
490557,Luise,Vigier,1965-01-27,1994-07-01,9999-01-01,Engineer
491596,Charmane,Pargas,1965-01-21,1992-08-03,9999-01-01,Engineer
491632,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01,Staff
492052,Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01,Staff
492639,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01,Engineer
493031,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01,Staff
493096,Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01,Engineer
494493,Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01,Staff
494995,Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01,Staff
496100,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01,Staff
497007,Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01,Engineer
497391,Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01,Engineer
497835,Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01,Technique Leader
498337,Naraig,Docker,1965-01-30,1997-05-17,9999-01-01,Staff
498955,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01,Engineer
499260,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01,Engineer
499495,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01,Engineer
