emp_no,first_name,last_name,birth_date,from_date,to_date,title
274138,Shushma,Lambe,1958-04-18,1988-07-29,9999-01-01,Senior Staff
274141,Mabo,Gils,1960-08-20,1985-10-18,9999-01-01,Senior Staff
274144,Yinlin,Decaestecker,1959-01-12,1988-10-10,9999-01-01,Senior Staff
274156,Takahito,Solovay,1956-09-21,1989-06-16,9999-01-01,Senior Staff
274162,Dmitri,Gerlach,1959-09-02,1994-05-10,9999-01-01,Senior Staff
274163,Weiru,Stemann,1958-10-21,1990-12-29,9999-01-01,Senior Staff
274165,Fai,Compeau,1963-04-26,1996-07-05,9999-01-01,Senior Staff
274167,Berna,Hooghiemstra,1961-04-11,1985-12-24,9999-01-01,Senior Staff
274170,Gaurav,Cappelletti,1960-07-08,1985-11-08,9999-01-01,Senior Staff
274171,Aiichiro,Kaiserswerth,1960-06-12,1992-11-07,9999-01-01,Senior Staff
274175,Teiji,Pocchiola,1963-05-19,1997-05-24,9999-01-01,Senior Staff
274178,Toshimitsu,Conta,1963-02-04,1995-07-01,9999-01-01,Senior Staff
274186,Neelam,Frolund,1957-05-13,1990-07-15,9999-01-01,Senior Staff
274196,Ghassan,Demizu,1958-04-11,1994-12-30,9999-01-01,Senior Staff
274211,Gadiel,Sgarro,1964-05-25,1987-05-01,9999-01-01,Senior Staff
274217,Patricio,Peral,1957-04-29,1996-09-14,9999-01-01,Senior Staff
274218,Sanjeeva,Grandbois,1962-09-12,1988-08-03,9999-01-01,Senior Staff
274219,Lunjin,Straney,1956-01-06,1990-11-22,9999-01-01,Senior Staff
274221,Aemilian,Matzen,1959-03-28,1989-10-02,9999-01-01,Senior Staff
274222,Heping,Sessa,1958-02-27,1987-04-05,9999-01-01,Senior Staff
274233,Augustine,Miake,1964-07-10,1989-11-17,9999-01-01,Senior Staff
274236,Jagoda,Kavvadias,1957-02-11,1990-07-07,9999-01-01,Senior Staff
274237,Younwoo,Codenie,1956-05-12,1989-12-19,9999-01-01,Senior Staff
274241,Kyoichi,Pavlopoulou,1963-09-22,1995-08-28,9999-01-01,Senior Staff
274242,DeForest,Streng,1959-11-17,1993-03-25,9999-01-01,Senior Staff
274247,Ipke,Erbe,1957-09-03,1990-12-02,9999-01-01,Senior Staff
274253,Yagil,Vrecion,1960-12-27,1988-05-24,9999-01-01,Senior Staff
274255,Marie,Molenkamp,1964-01-11,1994-03-11,9999-01-01,Senior Staff
274263,Tuval,Demke,1956-05-17,1992-07-29,9999-01-01,Senior Staff
274264,Rosli,Siepmann,1964-08-25,1986-12-28,9999-01-01,Senior Staff
274267,Xiaoqiu,Suri,1960-10-30,1990-09-13,9999-01-01,Senior Staff
274271,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01,Senior Staff
274284,Youssef,Jording,1962-11-24,1985-12-12,9999-01-01,Senior Staff
274285,Temple,Perko,1963-02-11,1992-04-25,9999-01-01,Senior Staff
274286,Koichi,Schlegelmilch,1962-06-13,1991-10-19,9999-01-01,Senior Staff
274289,Suzette,Vandervoorde,1964-03-31,1986-06-17,9999-01-01,Senior Staff
274291,Susuma,Cronau,1956-09-10,1986-10-05,9999-01-01,Senior Staff
274294,Amalendu,Kading,1963-03-14,1994-11-06,9999-01-01,Senior Staff
274302,Toshiko,Stifter,1962-06-18,1994-02-15,9999-01-01,Senior Staff
274306,Naraig,Birrer,1959-07-28,1998-05-24,9999-01-01,Senior Staff
274318,Utpal,Benzmuller,1961-05-09,1986-03-24,9999-01-01,Senior Staff
274320,Erez,Emmart,1964-09-03,1991-05-10,9999-01-01,Senior Staff
274321,Rosli,Kornatzky,1959-08-20,1991-01-27,9999-01-01,Senior Staff
274322,Ranga,Benantar,1957-02-27,1994-09-13,9999-01-01,Senior Staff
274330,Richard,Demke,1963-08-11,1985-08-07,9999-01-01,Senior Staff
274337,Richard,Shobatake,1959-06-27,1993-06-25,9999-01-01,Senior Staff
274338,Georgi,Gargeya,1963-09-11,1985-10-23,9999-01-01,Senior Staff
274343,Fay,Hutter,1964-06-26,1999-09-28,9999-01-01,Senior Staff
274345,Miyeon,Eiter,1964-09-04,1995-02-09,9999-01-01,Senior Staff
274350,Lakshmi,Bondorf,1957-08-07,1995-05-20,9999-01-01,Senior Staff
274362,Sumali,Clouatre,1964-02-26,1991-09-20,9999-01-01,Senior Staff
274367,Leucio,Lamparter,1962-10-31,1985-09-04,9999-01-01,Senior Staff
274369,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01,Senior Staff
274378,Jiang,Luce,1964-12-23,1990-12-07,9999-01-01,Senior Staff
274384,Gennadi,Czaja,1958-07-11,1988-08-09,9999-01-01,Senior Staff
274386,IEEE,Puppe,1963-08-15,1987-10-04,9999-01-01,Senior Staff
274394,Aamod,Zastre,1960-04-06,1991-02-14,9999-01-01,Senior Staff
274395,Shimshon,Nitto,1962-02-15,1999-04-14,9999-01-01,Senior Staff
274396,Adib,Munoz,1956-09-28,1990-09-29,9999-01-01,Senior Staff
274398,Vincent,Randi,1957-07-06,1988-04-11,9999-01-01,Senior Staff
274399,Uta,Sambasivam,1957-09-04,2002-04-25,9999-01-01,Senior Staff
274400,Yakkov,Callaway,1958-04-09,1986-11-05,9999-01-01,Senior Staff
274402,Jasminko,Zambonelli,1957-07-26,1987-04-23,9999-01-01,Senior Staff
274416,Boalin,Driscoll,1958-08-17,1993-04-09,9999-01-01,Senior Staff
274421,Tsz,Lorho,1962-03-05,1995-03-18,9999-01-01,Senior Staff
274430,Georgy,Piveteau,1956-02-27,1990-03-10,9999-01-01,Senior Staff
274433,Christ,Denis,1959-02-09,1998-09-04,9999-01-01,Senior Staff
274435,Richara,Beetstra,1960-11-15,1992-01-18,9999-01-01,Senior Staff
274438,Pantung,Kermarrec,1959-07-14,1989-03-21,9999-01-01,Senior Staff
274443,Dayanand,Fiutem,1964-12-27,1989-02-02,9999-01-01,Senior Staff
274446,Saeed,Albarhamtoshy,1963-04-11,1991-07-12,9999-01-01,Senior Staff
274449,Ranga,Rosaz,1960-11-15,1991-03-13,9999-01-01,Senior Staff
274453,Guiseppe,Ernst,1956-05-04,1986-11-04,9999-01-01,Senior Staff
274454,Howell,Renear,1956-06-27,1986-05-06,9999-01-01,Senior Staff
274467,Odysseas,Ranai,1956-03-14,1988-09-08,9999-01-01,Senior Staff
274470,Jiang,Aingworth,1959-06-30,1986-07-12,9999-01-01,Senior Staff
274472,Munenori,Stifter,1957-01-21,1992-01-22,9999-01-01,Senior Staff
274474,Miyeon,Perri,1963-03-31,1997-01-25,9999-01-01,Senior Staff
274485,Ronghao,Speer,1956-11-03,1991-08-14,9999-01-01,Senior Staff
274487,Mohit,Azumi,1959-12-03,1987-06-06,9999-01-01,Senior Staff
274488,Yefim,Jeansoulin,1964-06-20,1987-11-18,9999-01-01,Senior Staff
274493,Ashish,Narahara,1964-06-18,1998-06-05,9999-01-01,Senior Staff
274499,Mostafa,Kolinko,1962-08-26,1992-03-20,9999-01-01,Senior Staff
274509,Nadjib,Rothe,1959-06-19,1994-04-18,9999-01-01,Senior Staff
274513,Pasqua,Peng,1964-03-15,1997-01-20,9999-01-01,Senior Staff
274517,Xuejia,Hainaut,1960-11-20,1987-08-27,9999-01-01,Senior Staff
274525,Haldun,DasSarma,1962-12-07,1991-12-30,9999-01-01,Senior Staff
274532,Howell,Improta,1956-06-16,1989-11-22,9999-01-01,Senior Staff
274536,Goo,Cools,1957-08-22,1992-11-03,9999-01-01,Senior Staff
274537,Doowon,Dichev,1960-02-23,1996-05-10,9999-01-01,Senior Staff
274540,Berry,Atchley,1963-10-27,1993-03-07,9999-01-01,Senior Staff
274544,Xuejun,Breugel,1956-12-22,1987-06-25,9999-01-01,Senior Staff
274551,Giordano,Albarhamtoshy,1956-02-24,1994-05-26,9999-01-01,Senior Staff
274552,Munir,Encarnacion,1960-06-10,1995-08-28,9999-01-01,Senior Staff
274557,Mihalis,Ghemri,1962-12-26,1987-02-05,9999-01-01,Senior Staff
274565,Martial,Antonisse,1958-06-19,1991-08-23,9999-01-01,Senior Staff
274566,Youngkon,Berstel,1963-04-25,2000-11-26,9999-01-01,Senior Staff
274573,Subhash,Garnier,1964-05-25,1992-08-14,9999-01-01,Senior Staff
274581,Lidong,Lortz,1958-12-05,1998-06-02,9999-01-01,Senior Staff
274590,Hideyuki,Taneja,1961-06-19,1993-05-29,9999-01-01,Senior Staff
274592,Kwan,Zhang,1960-04-24,1993-08-20,9999-01-01,Senior Staff
274602,Masaru,Kavanagh,1959-05-30,1987-08-20,9999-01-01,Senior Staff
274607,Khaled,Mitsuhashi,1959-01-25,1989-06-06,9999-01-01,Senior Staff
274608,Sergi,Pehl,1957-01-10,1991-04-30,9999-01-01,Senior Staff
274609,Cullen,Horswill,1960-04-29,1993-08-21,9999-01-01,Senior Staff
274613,Sarita,Gulak,1958-07-26,1986-04-18,9999-01-01,Senior Staff
274626,Vitali,Litzkow,1964-02-18,1996-05-18,9999-01-01,Senior Staff
274630,Yurii,Rikino,1963-06-30,1990-05-28,9999-01-01,Senior Staff
274634,Mana,Isaak,1963-02-09,1994-09-05,9999-01-01,Senior Staff
274635,Mara,Azadmanesh,1959-12-22,1985-11-19,9999-01-01,Senior Staff
274642,Khun,Sidou,1961-01-29,1996-06-19,9999-01-01,Senior Staff
274654,Maris,Isaak,1962-12-17,1989-12-30,9999-01-01,Senior Staff
274656,Herbert,Prenel,1958-12-25,1993-01-12,9999-01-01,Senior Staff
274661,Danil,Detkin,1963-05-03,1985-09-08,9999-01-01,Senior Staff
274662,Masaki,Schapiro,1959-04-14,1988-11-30,9999-01-01,Senior Staff
274686,Augustine,Budinsky,1964-08-30,1993-04-12,9999-01-01,Senior Staff
274691,Pranav,Ossenbruggen,1964-06-01,1991-11-03,9999-01-01,Senior Staff
274692,Irene,McFarlin,1959-02-07,1990-06-12,9999-01-01,Senior Staff
274693,Aloys,Danecki,1957-10-21,1988-01-07,9999-01-01,Senior Staff
274699,Changho,Munoz,1962-12-16,1986-10-04,9999-01-01,Senior Staff
274705,Evgueni,Alpin,1956-04-20,1996-03-20,9999-01-01,Senior Staff
274722,Aleksandar,Pileggi,1961-08-09,1993-10-04,9999-01-01,Senior Staff
274726,Kristine,Crouzet,1958-09-19,1988-10-17,9999-01-01,Senior Staff
274736,Ziya,Farrag,1957-07-12,1991-05-04,9999-01-01,Senior Staff
274737,Taizo,Maierhofer,1957-07-23,1988-07-29,9999-01-01,Senior Staff
274738,Takahito,Brookman,1958-12-03,1990-05-12,9999-01-01,Senior Staff
274739,Bedrich,Schrift,1960-10-13,1995-05-29,9999-01-01,Senior Staff
274750,Gita,Nollmann,1963-06-21,1990-09-19,9999-01-01,Senior Staff
274751,Shooichi,Hainaut,1961-09-30,1987-10-23,9999-01-01,Senior Staff
274756,Shaowen,Cunliffe,1957-09-02,1991-10-11,9999-01-01,Senior Staff
274759,Xuedong,Rodier,1959-06-23,1991-04-19,9999-01-01,Senior Staff
274768,Torsten,Acton,1957-02-11,1989-10-24,9999-01-01,Senior Staff
274770,Siamak,Spinelli,1959-09-17,1992-01-29,9999-01-01,Senior Staff
274771,Tonia,Kabayashi,1959-12-30,1995-05-24,9999-01-01,Senior Staff
274773,Abdelaziz,Rouquie,1964-06-12,1993-09-28,9999-01-01,Senior Staff
274775,Guangming,Henseler,1963-12-11,1990-08-27,9999-01-01,Senior Staff
274783,Shunichi,Schieder,1957-11-27,1986-11-03,9999-01-01,Senior Staff
274786,Vasiliy,Panwar,1956-03-01,1992-09-30,9999-01-01,Senior Staff
274797,Masaki,Siochi,1962-05-25,1989-04-12,9999-01-01,Senior Staff
274799,Sudhanshu,Kavraki,1956-06-28,1985-06-05,9999-01-01,Senior Staff
274813,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01,Senior Staff
274815,Jovan,Swift,1960-09-14,1991-07-30,9999-01-01,Senior Staff
274818,Kristof,Jiang,1961-04-18,1987-05-13,9999-01-01,Senior Staff
274827,Volkmar,Fabrizio,1964-03-04,1994-07-30,9999-01-01,Senior Staff
274839,Badri,Burnard,1956-01-01,1994-03-03,9999-01-01,Senior Staff
274844,Constantine,Crabtree,1961-02-17,1985-08-21,9999-01-01,Senior Staff
274849,Sigeru,Beilner,1958-09-15,1995-05-22,9999-01-01,Senior Staff
274859,Macha,VanScheik,1957-11-06,1997-07-01,9999-01-01,Senior Staff
274860,Troy,McConalogue,1959-08-20,1996-01-02,9999-01-01,Senior Staff
274865,Monique,Conti,1958-03-06,1987-05-06,9999-01-01,Senior Staff
274878,Mitsuyuki,Baby,1963-03-23,2000-03-20,9999-01-01,Senior Staff
274881,Roselyn,Burnard,1959-06-25,1993-07-10,9999-01-01,Senior Staff
274883,Renee,Granlund,1959-06-07,1993-10-20,9999-01-01,Senior Staff
274889,Conor,Pluym,1963-05-12,2000-02-23,9999-01-01,Senior Staff
274895,Mohamadou,Lodder,1957-10-29,1989-10-11,9999-01-01,Senior Staff
274902,Manton,Holburn,1962-08-06,1995-01-27,9999-01-01,Senior Staff
274909,Shaw,Hegner,1961-08-15,1995-05-13,9999-01-01,Senior Staff
274916,Dipankar,Hatcliff,1956-04-18,1989-05-27,9999-01-01,Senior Staff
274920,Huican,Simmen,1959-02-26,1994-08-04,9999-01-01,Senior Staff
274924,Sarita,Iisaka,1960-01-03,1991-01-14,9999-01-01,Senior Staff
274934,Takahira,Bazzichi,1957-07-31,1993-04-05,9999-01-01,Senior Staff
274937,Nevin,Mukaidono,1957-09-27,1986-03-31,9999-01-01,Senior Staff
274938,Moriyoshi,Ratnaker,1957-06-07,1997-07-07,9999-01-01,Senior Staff
274947,Arif,Hopewell,1961-09-13,1991-07-17,9999-01-01,Senior Staff
274948,Subbu,Tanemo,1958-05-18,1991-05-08,9999-01-01,Senior Staff
274963,Bodo,Miake,1957-10-22,1999-02-17,9999-01-01,Senior Staff
274966,Anwar,Servieres,1958-11-10,1986-08-05,9999-01-01,Senior Staff
274977,Jiong,Georg,1956-04-20,1991-03-11,9999-01-01,Senior Staff
274988,Kersti,Kisuki,1959-01-22,1995-02-16,9999-01-01,Senior Staff
275003,Yongdong,Alpin,1958-03-15,1990-09-30,9999-01-01,Senior Staff
275017,Hiroyasu,Gyimothy,1964-08-26,1991-02-01,9999-01-01,Senior Staff
275025,Macha,Neimat,1962-08-23,1988-04-13,9999-01-01,Senior Staff
275028,Huai,Quadeer,1962-01-27,1992-02-25,9999-01-01,Senior Staff
275029,Morris,McDermid,1962-08-05,1986-01-04,9999-01-01,Senior Staff
275044,Persi,Schwaller,1961-10-25,1996-01-19,9999-01-01,Senior Staff
275055,Huai,Toyoshima,1959-07-27,1986-05-17,9999-01-01,Senior Staff
275061,Siamak,Gyorkos,1956-05-20,1990-01-25,9999-01-01,Senior Staff
275062,Kerhong,Pappas,1960-06-25,1987-10-08,9999-01-01,Senior Staff
275063,Jeanna,Itschner,1962-03-15,1995-03-26,9999-01-01,Senior Staff
275069,Ger,Candan,1959-03-24,1993-08-23,9999-01-01,Senior Staff
275081,Garnet,Merlo,1959-12-24,1986-07-31,9999-01-01,Senior Staff
275086,Remzi,Rahier,1956-07-18,1990-07-08,9999-01-01,Senior Staff
275087,Adhemar,Saoudi,1961-06-25,1986-09-08,9999-01-01,Senior Staff
275094,Horward,Casley,1960-04-08,1987-05-04,9999-01-01,Senior Staff
275098,Girolamo,Jervis,1963-12-26,1992-04-06,9999-01-01,Senior Staff
275108,Nakhoon,Heping,1960-07-24,1989-01-31,9999-01-01,Senior Staff
275109,Berry,Chelton,1959-06-17,1985-06-28,9999-01-01,Senior Staff
275116,Vesna,Broomell,1956-08-02,1986-11-22,9999-01-01,Senior Staff
275117,Pohua,Rothenberg,1956-06-20,1988-05-21,9999-01-01,Senior Staff
275124,Gadiel,Vandervoorde,1958-03-12,1990-10-24,9999-01-01,Senior Staff
275128,Anwar,Busillo,1960-11-03,1993-12-15,9999-01-01,Senior Staff
275130,Yurii,Ozeki,1964-05-12,1986-03-10,9999-01-01,Senior Staff
275131,Rosalie,Aseltine,1960-03-24,1995-12-03,9999-01-01,Senior Staff
275132,Reinhard,Ramamoorthy,1958-03-18,2002-06-28,9999-01-01,Senior Staff
275141,Zhonghui,Carrere,1958-01-30,1995-04-29,9999-01-01,Senior Staff
275142,Khue,Barvinok,1956-07-03,2001-06-15,9999-01-01,Senior Staff
275147,Jackson,Parfitt,1964-05-28,1989-10-17,9999-01-01,Senior Staff
275156,Shigeichiro,Rahimi,1956-12-18,1994-03-27,9999-01-01,Senior Staff
275170,Anoosh,Wixon,1963-02-16,1990-06-28,9999-01-01,Senior Staff
275171,Arve,Broomell,1956-11-13,1999-02-27,9999-01-01,Senior Staff
275178,Maja,Oppitz,1959-11-22,1985-11-05,9999-01-01,Senior Staff
275179,Zhanqiu,Suessmith,1956-02-07,1985-08-28,9999-01-01,Senior Staff
275191,Weicheng,Skafidas,1958-01-21,1985-12-31,9999-01-01,Senior Staff
275197,Brendon,Yurek,1964-06-10,2000-08-13,9999-01-01,Senior Staff
275202,Ramachenga,Pramanik,1960-04-21,1986-06-11,9999-01-01,Senior Staff
275208,Freyja,Shiratori,1956-11-25,1992-04-01,9999-01-01,Senior Staff
275213,Manohar,Kirkerud,1964-03-28,1986-12-28,9999-01-01,Senior Staff
275232,Margo,Ertl,1963-07-31,1990-10-26,9999-01-01,Senior Staff
275238,Marsal,Yurov,1960-03-14,1993-07-15,9999-01-01,Senior Staff
275242,Shaw,Kornyak,1956-06-22,1993-07-05,9999-01-01,Senior Staff
275251,Olivera,Shackel,1957-10-28,1994-04-02,9999-01-01,Senior Staff
275253,Elvia,Flexer,1963-01-29,2000-04-11,9999-01-01,Senior Staff
275255,Denny,Ramsay,1958-09-11,1990-05-08,9999-01-01,Senior Staff
275260,Mario,Guardalben,1956-08-05,1985-07-18,9999-01-01,Senior Staff
275277,Poornachandra,Melichar,1958-12-09,1990-03-09,9999-01-01,Senior Staff
275294,Arup,Reinhard,1958-12-18,1985-06-22,9999-01-01,Senior Staff
275295,Shridhar,Peot,1963-09-28,1988-05-06,9999-01-01,Senior Staff
275299,Eckart,Merey,1964-07-06,1991-01-05,9999-01-01,Senior Staff
275300,Bodh,Diderrich,1957-12-12,1989-01-10,9999-01-01,Senior Staff
275301,Gou,Slutz,1960-06-08,1994-07-10,9999-01-01,Senior Staff
275304,Ravishankar,Koshino,1960-01-09,1989-04-16,9999-01-01,Senior Staff
275305,Honesty,Chvatal,1957-09-04,1990-06-17,9999-01-01,Senior Staff
275314,Slavian,Hambrick,1957-12-02,1992-11-13,9999-01-01,Senior Staff
275316,Xiping,Kuhnemann,1962-10-23,1992-11-23,9999-01-01,Senior Staff
275321,Hatim,Renear,1959-08-24,1986-11-09,9999-01-01,Senior Staff
275322,Mohd,Ozery,1956-08-11,1996-06-01,9999-01-01,Senior Staff
275323,Gaurav,Zwicker,1959-12-01,1989-08-26,9999-01-01,Senior Staff
275329,Brewster,Shokrollahi,1960-10-01,1990-07-01,9999-01-01,Senior Staff
275330,Heng,Beerel,1960-08-15,1991-09-17,9999-01-01,Senior Staff
275331,Jongsuk,Babb,1959-03-09,1995-05-25,9999-01-01,Senior Staff
275338,Chinya,Rajaraman,1963-04-03,1986-02-17,9999-01-01,Senior Staff
275344,Gudjon,Cannata,1957-11-12,2002-02-11,9999-01-01,Senior Staff
275353,Zhaofang,Crelier,1963-09-28,1987-03-06,9999-01-01,Senior Staff
275361,Emran,Majewski,1964-06-11,1990-03-01,9999-01-01,Senior Staff
275362,Sadegh,Terwilliger,1962-12-19,1996-11-03,9999-01-01,Senior Staff
275363,Dipankar,Plavsic,1956-12-10,1995-04-25,9999-01-01,Senior Staff
275368,Xiaoqiang,Kalafatis,1958-07-17,1991-12-18,9999-01-01,Senior Staff
275384,Florian,Picaronny,1962-01-21,1988-03-07,9999-01-01,Senior Staff
275390,Moty,Speek,1961-05-12,1987-10-25,9999-01-01,Senior Staff
275396,Charmane,Jeansoulin,1960-07-15,1988-05-13,9999-01-01,Senior Staff
275399,Licheng,Servi,1960-02-05,2002-07-23,9999-01-01,Senior Staff
275400,Amabile,Templeman,1962-05-28,1985-12-06,9999-01-01,Senior Staff
275413,Gudjon,Puppo,1956-09-18,1991-03-05,9999-01-01,Senior Staff
275414,Almudena,Peron,1956-06-10,1999-09-12,9999-01-01,Senior Staff
275416,Tesuya,Gecseg,1964-04-25,2001-11-15,9999-01-01,Senior Staff
275423,Rosli,Katiyar,1960-07-13,1987-08-27,9999-01-01,Senior Staff
275437,Uriel,Yurek,1956-11-16,1996-06-17,9999-01-01,Senior Staff
275440,Gad,Hinsberger,1957-11-17,1989-01-18,9999-01-01,Senior Staff
275450,Fusako,Siprelle,1963-11-01,1988-10-16,9999-01-01,Senior Staff
275456,Dante,Rotem,1958-11-11,1985-12-23,9999-01-01,Senior Staff
275457,Luise,Gniady,1964-01-01,1994-06-19,9999-01-01,Senior Staff
275462,Jiafu,Thombley,1963-11-03,1988-06-23,9999-01-01,Senior Staff
275471,Florian,Cangellaris,1962-05-04,2002-01-07,9999-01-01,Senior Staff
275476,Nikolaus,Veevers,1957-09-15,1999-02-13,9999-01-01,Senior Staff
275480,Cheong,Ramalingam,1959-10-30,1987-07-15,9999-01-01,Senior Staff
275481,Yongqiao,Peot,1961-07-22,1987-07-17,9999-01-01,Senior Staff
275482,Yaghout,Levergood,1956-02-04,1990-01-25,9999-01-01,Senior Staff
275483,Neven,Noriega,1963-10-15,1987-08-28,9999-01-01,Senior Staff
275491,Gil,Spieker,1957-07-20,1992-10-24,9999-01-01,Senior Staff
275497,Rosalyn,Marciano,1959-09-04,1993-08-08,9999-01-01,Senior Staff
275498,Sasan,Zaccaria,1961-04-08,1993-08-20,9999-01-01,Senior Staff
275503,Fumiya,Buescher,1962-11-25,1997-04-03,9999-01-01,Senior Staff
275508,Radhakrishnan,Savasere,1957-09-06,1988-02-05,9999-01-01,Senior Staff
275518,Theirry,Setiz,1963-03-17,1994-11-02,9999-01-01,Senior Staff
275520,Remko,Heuter,1958-05-27,1996-04-13,9999-01-01,Senior Staff
275537,Kellie,Redmiles,1959-12-08,1998-05-07,9999-01-01,Senior Staff
275544,Kagan,Esteva,1963-11-17,1996-02-07,9999-01-01,Senior Staff
275547,Phule,Lenart,1956-08-04,1987-05-31,9999-01-01,Senior Staff
275551,Lijie,Fargier,1958-01-12,1993-05-02,9999-01-01,Senior Staff
275554,Tianruo,Perz,1960-08-01,1993-09-30,9999-01-01,Senior Staff
275557,Angus,Tyugu,1961-01-21,1996-07-09,9999-01-01,Senior Staff
275558,Vishu,Muhling,1959-10-19,1998-01-12,9999-01-01,Senior Staff
275567,Zhilian,Monarch,1963-01-15,1986-10-10,9999-01-01,Senior Staff
275574,Jianhua,Nations,1964-01-04,1998-02-06,9999-01-01,Senior Staff
275576,Xiping,Hegner,1960-11-30,1993-12-14,9999-01-01,Senior Staff
275589,Christoper,Vickson,1959-07-15,1992-09-13,9999-01-01,Senior Staff
275590,Marke,Pleszkun,1959-02-26,1991-05-30,9999-01-01,Senior Staff
275591,Chaosheng,Flexer,1958-07-01,1989-10-04,9999-01-01,Senior Staff
275595,Maha,Roison,1961-09-03,1991-09-02,9999-01-01,Senior Staff
275596,Nevio,Tagansky,1960-01-30,1995-08-12,9999-01-01,Senior Staff
275613,Pasqua,Waeselynck,1959-04-23,1994-11-15,9999-01-01,Senior Staff
275618,Panayotis,Wiegley,1960-03-30,1986-02-24,9999-01-01,Senior Staff
275638,Masoud,Maquelin,1957-09-26,1992-05-13,9999-01-01,Senior Staff
275647,Shigeu,Schoegge,1963-02-20,1990-02-18,9999-01-01,Senior Staff
275650,Xinan,Lammel,1959-10-13,1998-12-17,9999-01-01,Senior Staff
275655,Boalin,Tagansky,1962-06-23,1994-01-06,9999-01-01,Senior Staff
275657,Gal,Suri,1964-12-17,1990-07-18,9999-01-01,Senior Staff
275660,Reinhard,Cmelik,1961-04-07,1986-12-17,9999-01-01,Senior Staff
275667,Lidong,Dayang,1962-06-20,1991-02-08,9999-01-01,Senior Staff
275687,Richard,Akazan,1959-10-20,1992-02-13,9999-01-01,Senior Staff
275691,Lansing,Linnainmaa,1961-07-07,1985-03-25,9999-01-01,Senior Staff
275696,Zissis,Matteis,1961-09-15,1989-11-06,9999-01-01,Senior Staff
275705,Jolita,Peak,1956-04-17,1987-06-08,9999-01-01,Senior Staff
275713,Ingmar,Hebert,1957-08-18,2001-09-21,9999-01-01,Senior Staff
275715,Hatim,Lindqvist,1958-04-23,1986-09-25,9999-01-01,Senior Staff
275716,Supot,Morrow,1961-12-15,1993-08-18,9999-01-01,Senior Staff
275717,Subhrajyoti,Lindqvist,1963-02-26,1987-12-02,9999-01-01,Senior Staff
275728,Minghong,Fontet,1963-10-28,1985-08-07,9999-01-01,Senior Staff
275733,Kristen,Melichar,1957-11-04,1987-07-26,9999-01-01,Senior Staff
275737,Yinlin,Skogmar,1963-04-26,1985-02-07,9999-01-01,Senior Staff
275744,Radhia,Mitina,1962-12-04,1986-08-13,9999-01-01,Senior Staff
275745,Kiyokazu,Condotta,1957-07-29,1994-11-30,9999-01-01,Senior Staff
275750,Sudharsan,Scharstein,1961-04-06,1991-04-09,9999-01-01,Senior Staff
275756,Shih,Bresenham,1958-04-25,1989-01-09,9999-01-01,Senior Staff
275761,Koichi,Lores,1961-06-14,1990-06-18,9999-01-01,Senior Staff
275763,Arch,Mapelli,1958-09-30,1988-10-19,9999-01-01,Senior Staff
275777,Boalin,Mellouli,1957-07-20,1992-09-02,9999-01-01,Senior Staff
275779,Chaoyi,Sigstam,1961-11-23,1995-07-12,9999-01-01,Senior Staff
275781,Frederique,Salverda,1959-11-27,1993-06-06,9999-01-01,Senior Staff
275784,Foong,Luby,1959-12-15,1990-06-07,9999-01-01,Senior Staff
275787,Juyoung,Vieth,1957-01-06,1992-05-01,9999-01-01,Senior Staff
275795,Fuqing,Broder,1964-10-28,1988-01-08,9999-01-01,Senior Staff
275801,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01,Senior Staff
275804,Abdelwaheb,Ballarin,1959-04-11,1994-03-01,9999-01-01,Senior Staff
275813,Chanjung,Baer,1963-01-11,1986-04-03,9999-01-01,Senior Staff
275822,Rimon,Muhling,1958-05-23,1992-02-17,9999-01-01,Senior Staff
275840,Maia,Pews,1963-11-23,1986-02-26,9999-01-01,Senior Staff
275853,Gilbert,Krychniak,1964-06-12,1995-07-16,9999-01-01,Senior Staff
275859,Weidon,Bahl,1960-08-02,1996-01-06,9999-01-01,Senior Staff
275867,Selwyn,Auria,1956-09-06,1991-11-08,9999-01-01,Senior Staff
275869,Maris,Imataki,1961-06-27,1989-10-15,9999-01-01,Senior Staff
275874,Zongyan,Penttonen,1961-12-10,1992-12-08,9999-01-01,Senior Staff
275875,Elrique,Herbst,1964-08-04,1995-05-12,9999-01-01,Senior Staff
275878,Mabo,Hedayat,1961-08-17,1990-03-26,9999-01-01,Senior Staff
275888,Mohd,Tibblin,1962-05-12,1991-01-09,9999-01-01,Senior Staff
275894,Ranga,Usdin,1957-10-12,1995-09-23,9999-01-01,Senior Staff
275898,Jessie,Angelopoulos,1959-01-26,1990-04-07,9999-01-01,Senior Staff
275913,Larisa,Collette,1963-03-07,1999-07-30,9999-01-01,Senior Staff
275915,Marjo,Kadhim,1963-04-05,1992-10-02,9999-01-01,Senior Staff
275916,Cullen,Petersohn,1957-01-07,1990-11-01,9999-01-01,Senior Staff
275927,Pragnesh,Gini,1963-04-15,1989-04-27,9999-01-01,Senior Staff
275938,Hyuckchul,Chimia,1959-12-06,1992-07-21,9999-01-01,Senior Staff
275946,Heeju,Zultner,1962-05-16,1991-09-02,9999-01-01,Senior Staff
275951,Quingbo,Speer,1960-08-30,1995-01-21,9999-01-01,Senior Staff
